Prefill Latency (min),Decoding Latency (min)
0.35,0.21
0.47901224950624993,0.12395474770989583
0.35,0.85
0.47901224950624993,0.5072423935062499
0.35,1.8
0.47901224950624993,1.0468561576791666
0.35,8.17
0.47901224950624993,4.196644205394325
